country, quarter, unit, value$
"Canada", "1995-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 744.759
"Canada", "1995-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 756.32
"Canada", "1995-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 741.83
"Canada", "1996-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 780.303
"Canada", "1996-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 777.408
"Canada", "1996-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 794.502
"Canada", "1996-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 811.029
"Canada", "1997-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 802.823
"Canada", "1997-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 790.364
"Canada", "1997-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 782.958
"Canada", "1997-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 798.838
"Canada", "1998-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 808.138
"Canada", "1998-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 800.222
"Canada", "1998-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 796.308
"Canada", "1998-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 816.0
"Canada", "1999-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 814.216
"Canada", "1999-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 785.793
"Canada", "1999-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 784.627
"Canada", "1999-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 789.731
"Canada", "2000-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 785.364
"Canada", "2000-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 784.741
"Canada", "2000-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 768.951
"Canada", "2000-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 789.079
"Canada", "2001-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 794.341
"Canada", "2001-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 774.929
"Canada", "2001-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 790.342
"Canada", "2001-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 801.722
"Canada", "2002-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 792.144
"Canada", "2002-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 809.697
"Canada", "2002-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 828.844
"Canada", "2002-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 840.691
"Canada", "2003-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 823.058
"Canada", "2003-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 847.406
"Canada", "2003-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 825.588
"Canada", "2003-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 829.463
"Canada", "2004-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 847.308
"Canada", "2004-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 831.686
"Canada", "2004-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 827.23
"Canada", "2004-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 834.178
"Canada", "2005-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 846.866
"Canada", "2005-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 859.779
"Canada", "2005-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 847.898
"Canada", "2005-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 843.625
"Canada", "2006-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 838.691
"Canada", "2006-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 821.628
"Canada", "2006-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 833.539
"Canada", "2006-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 850.962
"Canada", "2007-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 851.139
"Canada", "2007-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 811.391
"Canada", "2007-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 812.468
"Canada", "2007-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 830.764
"Canada", "2008-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 846.652
"Canada", "2008-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 861.899
"Canada", "2008-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 867.861
"Canada", "2008-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 946.693
"Canada", "2009-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 996.285
"Canada", "2009-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1017.12
"Canada", "2009-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1055.75
"Canada", "2009-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1079.12
"Canada", "2010-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1089.88
"Canada", "2010-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1134.86
"Canada", "2010-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1171.37
"Canada", "2010-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1184.98
"Canada", "2011-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1176.52
"Canada", "2011-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1237.94
"Canada", "2011-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1289.71
"Canada", "2011-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1323.61
"Canada", "2012-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1319.09
"Canada", "2012-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1388.36
"Canada", "2012-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1389.81
"Canada", "2012-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1407.34
"Canada", "2013-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1407.81
"Canada", "2013-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1399.32
"Canada", "2013-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1399.04
"Canada", "2013-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1385.85
"Canada", "2014-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1392.95
"Canada", "2014-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1440.56
"Canada", "2014-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1448.55
"Canada", "2014-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1470.28
"Canada", "2015-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1522.04
"Canada", "2015-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1513.73
"Canada", "2015-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1535.19
"Canada", "2015-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1551.44
"Canada", "2016-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1566.72
"Canada", "2016-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1609.53
"Canada", "2016-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1631.95
"Switzerland", "1995-Q4", "Percentage of GDP", 41.1
"Switzerland", "1996-Q1", "Percentage of GDP", 41.5
"Switzerland", "1996-Q2", "Percentage of GDP", 41.9
"Switzerland", "1996-Q3", "Percentage of GDP", 42.6
"Switzerland", "1996-Q4", "Percentage of GDP", 43.1
"Switzerland", "1997-Q1", "Percentage of GDP", 43.8
"Switzerland", "1997-Q2", "Percentage of GDP", 44.3
"Switzerland", "1997-Q3", "Percentage of GDP", 44.6
"Switzerland", "1997-Q4", "Percentage of GDP", 44.8
"Switzerland", "1998-Q1", "Percentage of GDP", 45.3
"Switzerland", "1998-Q2", "Percentage of GDP", 45.8
"Switzerland", "1998-Q3", "Percentage of GDP", 46.5
"Switzerland", "1998-Q4", "Percentage of GDP", 47.3
"Switzerland", "1999-Q1", "Percentage of GDP", 46.8
"Switzerland", "1999-Q2", "Percentage of GDP", 46.3
"Switzerland", "1999-Q3", "Percentage of GDP", 45.7
"Switzerland", "1999-Q4", "Percentage of GDP", 44.8
"Switzerland", "2000-Q1", "Percentage of GDP", 44.8
"Switzerland", "2000-Q2", "Percentage of GDP", 44.8
"Switzerland", "2000-Q3", "Percentage of GDP", 44.7
"Switzerland", "2000-Q4", "Percentage of GDP", 44.7
"Switzerland", "2001-Q1", "Percentage of GDP", 44.3
"Switzerland", "2001-Q2", "Percentage of GDP", 44.0
"Switzerland", "2001-Q3", "Percentage of GDP", 43.7
"Switzerland", "2001-Q4", "Percentage of GDP", 43.7
"Switzerland", "2002-Q1", "Percentage of GDP", 44.9
"Switzerland", "2002-Q2", "Percentage of GDP", 46.2
"Switzerland", "2002-Q3", "Percentage of GDP", 47.5
"Switzerland", "2002-Q4", "Percentage of GDP", 48.8
"Switzerland", "2003-Q1", "Percentage of GDP", 48.8
"Switzerland", "2003-Q2", "Percentage of GDP", 48.8
"Switzerland", "2003-Q3", "Percentage of GDP", 48.8
"Switzerland", "2003-Q4", "Percentage of GDP", 48.5
"Switzerland", "2004-Q1", "Percentage of GDP", 48.5
"Switzerland", "2004-Q2", "Percentage of GDP", 48.5
"Switzerland", "2004-Q3", "Percentage of GDP", 48.6
"Switzerland", "2004-Q4", "Percentage of GDP", 48.7
"Switzerland", "2005-Q1", "Percentage of GDP", 48.4
"Switzerland", "2005-Q2", "Percentage of GDP", 48.1
"Switzerland", "2005-Q3", "Percentage of GDP", 47.6
"Switzerland", "2005-Q4", "Percentage of GDP", 47.0
"Switzerland", "2006-Q1", "Percentage of GDP", 45.6
"Switzerland", "2006-Q2", "Percentage of GDP", 44.2
"Switzerland", "2006-Q3", "Percentage of GDP", 42.8
"Switzerland", "2006-Q4", "Percentage of GDP", 41.4
"Switzerland", "2007-Q1", "Percentage of GDP", 40.5
"Switzerland", "2007-Q2", "Percentage of GDP", 39.6
"Switzerland", "2007-Q3", "Percentage of GDP", 38.7
"Switzerland", "2007-Q4", "Percentage of GDP", 37.8
"Switzerland", "2008-Q1", "Percentage of GDP", 37.3
"Switzerland", "2008-Q2", "Percentage of GDP", 36.9
"Switzerland", "2008-Q3", "Percentage of GDP", 36.5
"Switzerland", "2008-Q4", "Percentage of GDP", 36.5
"Switzerland", "2009-Q1", "Percentage of GDP", 36.0
"Switzerland", "2009-Q2", "Percentage of GDP", 35.7
"Switzerland", "2009-Q3", "Percentage of GDP", 35.3
"Switzerland", "2009-Q4", "Percentage of GDP", 34.7
"Switzerland", "2010-Q1", "Percentage of GDP", 34.4
"Switzerland", "2010-Q2", "Percentage of GDP", 34.1
"Switzerland", "2010-Q3", "Percentage of GDP", 33.7
"Switzerland", "2010-Q4", "Percentage of GDP", 33.4
"Switzerland", "2011-Q1", "Percentage of GDP", 33.3
"Switzerland", "2011-Q2", "Percentage of GDP", 33.3
"Switzerland", "2011-Q3", "Percentage of GDP", 33.4
"Switzerland", "2011-Q4", "Percentage of GDP", 33.5
"Switzerland", "2012-Q1", "Percentage of GDP", 33.8
"Switzerland", "2012-Q2", "Percentage of GDP", 34.1
"Switzerland", "2012-Q3", "Percentage of GDP", 34.3
"Switzerland", "2012-Q4", "Percentage of GDP", 34.5
"Switzerland", "2013-Q1", "Percentage of GDP", 34.2
"Switzerland", "2013-Q2", "Percentage of GDP", 33.8
"Switzerland", "2013-Q3", "Percentage of GDP", 33.5
"Switzerland", "2013-Q4", "Percentage of GDP", 33.2
"Switzerland", "2014-Q1", "Percentage of GDP", 33.5
"Switzerland", "2014-Q2", "Percentage of GDP", 33.9
"Switzerland", "2014-Q3", "Percentage of GDP", 34.3
"Switzerland", "2014-Q4", "Percentage of GDP", 34.7
"Switzerland", "2015-Q1", "Percentage of GDP", 34.6
"Switzerland", "2015-Q2", "Percentage of GDP", 34.5
"Switzerland", "2015-Q3", "Percentage of GDP", 34.5
"Switzerland", "2015-Q4", "Percentage of GDP", 34.5
"Switzerland", "2016-Q1", "Percentage of GDP", 34.2
"Switzerland", "2016-Q2", "Percentage of GDP", 33.9
"Switzerland", "2016-Q3", "Percentage of GDP", 33.6
"Switzerland", "1995-Q4", "US Dollar", 144.302
"Switzerland", "1996-Q1", "US Dollar", 141.617
"Switzerland", "1996-Q2", "US Dollar", 136.503
"Switzerland", "1996-Q3", "US Dollar", 137.861
"Switzerland", "1996-Q4", "US Dollar", 130.267
"Switzerland", "1997-Q1", "US Dollar", 122.855
"Switzerland", "1997-Q2", "US Dollar", 124.157
"Switzerland", "1997-Q3", "US Dollar", 126.527
"Switzerland", "1997-Q4", "US Dollar", 128.287
"Switzerland", "1998-Q1", "US Dollar", 125.191
"Switzerland", "1998-Q2", "US Dollar", 127.956
"Switzerland", "1998-Q3", "US Dollar", 142.992
"Switzerland", "1998-Q4", "US Dollar", 146.642
"Switzerland", "1999-Q1", "US Dollar", 134.633
"Switzerland", "1999-Q2", "US Dollar", 127.869
"Switzerland", "1999-Q3", "US Dollar", 131.413
"Switzerland", "1999-Q4", "US Dollar", 122.018
"Switzerland", "2000-Q1", "US Dollar", 118.655
"Switzerland", "2000-Q2", "US Dollar", 122.812
"Switzerland", "2000-Q3", "US Dollar", 116.636
"Switzerland", "2000-Q4", "US Dollar", 125.477
"Switzerland", "2001-Q1", "US Dollar", 118.825
"Switzerland", "2001-Q2", "US Dollar", 114.443
"Switzerland", "2001-Q3", "US Dollar", 127.163
"Switzerland", "2001-Q4", "US Dollar", 122.207
"Switzerland", "2002-Q1", "US Dollar", 125.75
"Switzerland", "2002-Q2", "US Dollar", 147.241
"Switzerland", "2002-Q3", "US Dollar", 150.583
"Switzerland", "2002-Q4", "US Dollar", 165.321
"Switzerland", "2003-Q1", "US Dollar", 169.182
"Switzerland", "2003-Q2", "US Dollar", 168.748
"Switzerland", "2003-Q3", "US Dollar", 173.855
"Switzerland", "2003-Q4", "US Dollar", 186.563
"Switzerland", "2004-Q1", "US Dollar", 181.963
"Switzerland", "2004-Q2", "US Dollar", 186.711
"Switzerland", "2004-Q3", "US Dollar", 188.76
"Switzerland", "2004-Q4", "US Dollar", 210.245
"Switzerland", "2005-Q1", "US Dollar", 199.473
"Switzerland", "2005-Q2", "US Dollar", 185.986
"Switzerland", "2005-Q3", "US Dollar", 184.587
"Switzerland", "2005-Q4", "US Dollar", 181.042
"Switzerland", "2006-Q1", "US Dollar", 179.816
"Switzerland", "2006-Q2", "US Dollar", 187.228
"Switzerland", "2006-Q3", "US Dollar", 180.882
"Switzerland", "2006-Q4", "US Dollar", 182.756
"Switzerland", "2007-Q1", "US Dollar", 181.539
"Switzerland", "2007-Q2", "US Dollar", 179.439
"Switzerland", "2007-Q3", "US Dollar", 186.554
"Switzerland", "2007-Q4", "US Dollar", 192.967
"Switzerland", "2008-Q1", "US Dollar", 218.115
"Switzerland", "2008-Q2", "US Dollar", 213.337
"Switzerland", "2008-Q3", "US Dollar", 197.206
"Switzerland", "2008-Q4", "US Dollar", 204.005
"Switzerland", "2009-Q1", "US Dollar", 188.156
"Switzerland", "2009-Q2", "US Dollar", 195.181
"Switzerland", "2009-Q3", "US Dollar", 201.375
"Switzerland", "2009-Q4", "US Dollar", 198.016
"Switzerland", "2010-Q1", "US Dollar", 192.104
"Switzerland", "2010-Q2", "US Dollar", 187.526
"Switzerland", "2010-Q3", "US Dollar", 208.05
"Switzerland", "2010-Q4", "US Dollar", 215.94
"Switzerland", "2011-Q1", "US Dollar", 222.183
"Switzerland", "2011-Q2", "US Dollar", 245.085
"Switzerland", "2011-Q3", "US Dollar", 228.562
"Switzerland", "2011-Q4", "US Dollar", 220.662
"Switzerland", "2012-Q1", "US Dollar", 232.012
"Switzerland", "2012-Q2", "US Dollar", 220.977
"Switzerland", "2012-Q3", "US Dollar", 227.7
"Switzerland", "2012-Q4", "US Dollar", 234.945
"Switzerland", "2013-Q1", "US Dollar", 224.558
"Switzerland", "2013-Q2", "US Dollar", 225.552
"Switzerland", "2013-Q3", "US Dollar", 233.823
"Switzerland", "2013-Q4", "US Dollar", 236.548
"Switzerland", "2014-Q1", "US Dollar", 241.723
"Switzerland", "2014-Q2", "US Dollar", 243.83
"Switzerland", "2014-Q3", "US Dollar", 229.725
"Switzerland", "2014-Q4", "US Dollar", 225.632
"Switzerland", "2015-Q1", "US Dollar", 229.513
"Switzerland", "2015-Q2", "US Dollar", 239.56
"Switzerland", "2015-Q3", "US Dollar", 228.544
"Switzerland", "2015-Q4", "US Dollar", 223.477
"Switzerland", "2016-Q1", "US Dollar", 230.078
"Switzerland", "2016-Q2", "US Dollar", 224.143
"Switzerland", "2016-Q3", "US Dollar", 223.586
"Switzerland", "1995-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 166.106
"Switzerland", "1996-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 168.538
