country, value, units, quarter, value$
"Germany", "Nominal", "Index, 2010 = 100", "2015-Q1", 115.87
"Germany", "Nominal", "Index, 2010 = 100", "2015-Q2", 116.71
"Germany", "Nominal", "Index, 2010 = 100", "2015-Q3", 118.38
"Germany", "Nominal", "Index, 2010 = 100", "2015-Q4", 119.31
"Germany", "Nominal", "Index, 2010 = 100", "2016-Q1", 121.36
"Germany", "Nominal", "Index, 2010 = 100", "2016-Q2", 124.06
"Germany", "Nominal", "Index, 2010 = 100", "2016-Q3", 125.92
"Germany", "Nominal", "Year-on-year changes, in per cent", "2004-Q1", -0.3
"Germany", "Nominal", "Year-on-year changes, in per cent", "2004-Q2", 1.0
"Germany", "Nominal", "Year-on-year changes, in per cent", "2004-Q3", 1.0
"Germany", "Nominal", "Year-on-year changes, in per cent", "2004-Q4", 1.1
"Germany", "Nominal", "Year-on-year changes, in per cent", "2005-Q1", 4.9
"Germany", "Nominal", "Year-on-year changes, in per cent", "2005-Q2", 2.78
"Germany", "Nominal", "Year-on-year changes, in per cent", "2005-Q3", 4.08
"Germany", "Nominal", "Year-on-year changes, in per cent", "2005-Q4", 2.67
"Germany", "Nominal", "Year-on-year changes, in per cent", "2006-Q1", -1.71
"Germany", "Nominal", "Year-on-year changes, in per cent", "2006-Q2", 1.06
"Germany", "Nominal", "Year-on-year changes, in per cent", "2006-Q3", 0.86
"Germany", "Nominal", "Year-on-year changes, in per cent", "2006-Q4", 0.48
"Germany", "Nominal", "Year-on-year changes, in per cent", "2007-Q1", 0.68
"Germany", "Nominal", "Year-on-year changes, in per cent", "2007-Q2", -0.76
"Germany", "Nominal", "Year-on-year changes, in per cent", "2007-Q3", -1.04
"Germany", "Nominal", "Year-on-year changes, in per cent", "2007-Q4", 0.19
"Germany", "Nominal", "Year-on-year changes, in per cent", "2008-Q1", 2.89
"Germany", "Nominal", "Year-on-year changes, in per cent", "2008-Q2", 3.76
"Germany", "Nominal", "Year-on-year changes, in per cent", "2008-Q3", 2.49
"Germany", "Nominal", "Year-on-year changes, in per cent", "2008-Q4", 2.96
"Germany", "Nominal", "Year-on-year changes, in per cent", "2009-Q1", 0.65
"Germany", "Nominal", "Year-on-year changes, in per cent", "2009-Q2", -1.11
"Germany", "Nominal", "Year-on-year changes, in per cent", "2009-Q3", -0.56
"Germany", "Nominal", "Year-on-year changes, in per cent", "2009-Q4", -0.74
"Germany", "Nominal", "Year-on-year changes, in per cent", "2010-Q1", -1.49
"Germany", "Nominal", "Year-on-year changes, in per cent", "2010-Q2", 0.66
"Germany", "Nominal", "Year-on-year changes, in per cent", "2010-Q3", 1.41
"Germany", "Nominal", "Year-on-year changes, in per cent", "2010-Q4", 1.5
"Germany", "Nominal", "Year-on-year changes, in per cent", "2011-Q1", 3.11
"Germany", "Nominal", "Year-on-year changes, in per cent", "2011-Q2", 2.33
"Germany", "Nominal", "Year-on-year changes, in per cent", "2011-Q3", 2.69
"Germany", "Nominal", "Year-on-year changes, in per cent", "2011-Q4", 2.3
"Germany", "Nominal", "Year-on-year changes, in per cent", "2012-Q1", 2.47
"Germany", "Nominal", "Year-on-year changes, in per cent", "2012-Q2", 3.46
"Germany", "Nominal", "Year-on-year changes, in per cent", "2012-Q3", 2.71
"Germany", "Nominal", "Year-on-year changes, in per cent", "2012-Q4", 3.42
"Germany", "Nominal", "Year-on-year changes, in per cent", "2013-Q1", 3.39
"Germany", "Nominal", "Year-on-year changes, in per cent", "2013-Q2", 3.26
"Germany", "Nominal", "Year-on-year changes, in per cent", "2013-Q3", 3.78
"Germany", "Nominal", "Year-on-year changes, in per cent", "2013-Q4", 2.44
"Germany", "Nominal", "Year-on-year changes, in per cent", "2014-Q1", 2.42
"Germany", "Nominal", "Year-on-year changes, in per cent", "2014-Q2", 2.47
"Germany", "Nominal", "Year-on-year changes, in per cent", "2014-Q3", 3.13
"Germany", "Nominal", "Year-on-year changes, in per cent", "2014-Q4", 4.33
"Germany", "Nominal", "Year-on-year changes, in per cent", "2015-Q1", 4.97
"Germany", "Nominal", "Year-on-year changes, in per cent", "2015-Q2", 4.41
"Germany", "Nominal", "Year-on-year changes, in per cent", "2015-Q3", 4.35
"Germany", "Nominal", "Year-on-year changes, in per cent", "2015-Q4", 4.4
"Germany", "Nominal", "Year-on-year changes, in per cent", "2016-Q1", 4.74
"Germany", "Nominal", "Year-on-year changes, in per cent", "2016-Q2", 6.3
"Germany", "Nominal", "Year-on-year changes, in per cent", "2016-Q3", 6.37
"Germany", "Real", "Index, 2010 = 100", "2003-Q1", 104.43
"Germany", "Real", "Index, 2010 = 100", "2003-Q2", 103.82
"Germany", "Real", "Index, 2010 = 100", "2003-Q3", 103.37
"Germany", "Real", "Index, 2010 = 100", "2003-Q4", 103.95
"Germany", "Real", "Index, 2010 = 100", "2004-Q1", 103.12
"Germany", "Real", "Index, 2010 = 100", "2004-Q2", 102.94
"Germany", "Real", "Index, 2010 = 100", "2004-Q3", 102.54
"Germany", "Real", "Index, 2010 = 100", "2004-Q4", 103.03
"Germany", "Real", "Index, 2010 = 100", "2005-Q1", 106.44
"Germany", "Real", "Index, 2010 = 100", "2005-Q2", 104.5
"Germany", "Real", "Index, 2010 = 100", "2005-Q3", 104.99
"Germany", "Real", "Index, 2010 = 100", "2005-Q4", 104.03
"Germany", "Real", "Index, 2010 = 100", "2006-Q1", 102.86
"Germany", "Real", "Index, 2010 = 100", "2006-Q2", 103.7
"Germany", "Real", "Index, 2010 = 100", "2006-Q3", 104.36
"Germany", "Real", "Index, 2010 = 100", "2006-Q4", 103.2
"Germany", "Real", "Index, 2010 = 100", "2007-Q1", 101.74
"Germany", "Real", "Index, 2010 = 100", "2007-Q2", 100.83
"Germany", "Real", "Index, 2010 = 100", "2007-Q3", 100.98
"Germany", "Real", "Index, 2010 = 100", "2007-Q4", 100.31
"Germany", "Real", "Index, 2010 = 100", "2008-Q1", 101.68
"Germany", "Real", "Index, 2010 = 100", "2008-Q2", 101.68
"Germany", "Real", "Index, 2010 = 100", "2008-Q3", 100.4
"Germany", "Real", "Index, 2010 = 100", "2008-Q4", 101.64
"Germany", "Real", "Index, 2010 = 100", "2009-Q1", 101.52
"Germany", "Real", "Index, 2010 = 100", "2009-Q2", 100.28
"Germany", "Real", "Index, 2010 = 100", "2009-Q3", 100.08
"Germany", "Real", "Index, 2010 = 100", "2009-Q4", 100.48
"Germany", "Real", "Index, 2010 = 100", "2010-Q1", 99.2
"Germany", "Real", "Index, 2010 = 100", "2010-Q2", 99.83
"Germany", "Real", "Index, 2010 = 100", "2010-Q3", 100.37
"Germany", "Real", "Index, 2010 = 100", "2010-Q4", 100.59
"Germany", "Real", "Index, 2010 = 100", "2011-Q1", 100.41
"Germany", "Real", "Index, 2010 = 100", "2011-Q2", 100.15
"Germany", "Real", "Index, 2010 = 100", "2011-Q3", 100.85
"Germany", "Real", "Index, 2010 = 100", "2011-Q4", 100.67
"Germany", "Real", "Index, 2010 = 100", "2012-Q1", 100.73
"Germany", "Real", "Index, 2010 = 100", "2012-Q2", 101.72
"Germany", "Real", "Index, 2010 = 100", "2012-Q3", 101.53
"Germany", "Real", "Index, 2010 = 100", "2012-Q4", 102.06
"Germany", "Real", "Index, 2010 = 100", "2013-Q1", 102.57
"Germany", "Real", "Index, 2010 = 100", "2013-Q2", 103.48
"Germany", "Real", "Index, 2010 = 100", "2013-Q3", 103.67
"Germany", "Real", "Index, 2010 = 100", "2013-Q4", 103.17
"Germany", "Real", "Index, 2010 = 100", "2014-Q1", 103.79
"Germany", "Real", "Index, 2010 = 100", "2014-Q2", 104.91
"Germany", "Real", "Index, 2010 = 100", "2014-Q3", 106.02
"Germany", "Real", "Index, 2010 = 100", "2014-Q4", 107.1
"Germany", "Real", "Index, 2010 = 100", "2015-Q1", 108.92
"Germany", "Real", "Index, 2010 = 100", "2015-Q2", 109.03
"Germany", "Real", "Index, 2010 = 100", "2015-Q3", 110.49
"Germany", "Real", "Index, 2010 = 100", "2015-Q4", 111.46
"Germany", "Real", "Index, 2010 = 100", "2016-Q1", 113.8
"Germany", "Real", "Index, 2010 = 100", "2016-Q2", 115.79
"Germany", "Real", "Index, 2010 = 100", "2016-Q3", 116.98
"Germany", "Real", "Year-on-year changes, in per cent", "2004-Q1", -1.26
"Germany", "Real", "Year-on-year changes, in per cent", "2004-Q2", -0.85
"Germany", "Real", "Year-on-year changes, in per cent", "2004-Q3", -0.8
"Germany", "Real", "Year-on-year changes, in per cent", "2004-Q4", -0.89
"Germany", "Real", "Year-on-year changes, in per cent", "2005-Q1", 3.22
"Germany", "Real", "Year-on-year changes, in per cent", "2005-Q2", 1.52
"Germany", "Real", "Year-on-year changes, in per cent", "2005-Q3", 2.39
"Germany", "Real", "Year-on-year changes, in per cent", "2005-Q4", 0.97
"Germany", "Real", "Year-on-year changes, in per cent", "2006-Q1", -3.36
"Germany", "Real", "Year-on-year changes, in per cent", "2006-Q2", -0.77
"Germany", "Real", "Year-on-year changes, in per cent", "2006-Q3", -0.6
"Germany", "Real", "Year-on-year changes, in per cent", "2006-Q4", -0.8
"Germany", "Real", "Year-on-year changes, in per cent", "2007-Q1", -1.09
"Germany", "Real", "Year-on-year changes, in per cent", "2007-Q2", -2.77
"Germany", "Real", "Year-on-year changes, in per cent", "2007-Q3", -3.23
"Germany", "Real", "Year-on-year changes, in per cent", "2007-Q4", -2.8
"Germany", "Real", "Year-on-year changes, in per cent", "2008-Q1", -0.06
"Germany", "Real", "Year-on-year changes, in per cent", "2008-Q2", 0.84
"Germany", "Real", "Year-on-year changes, in per cent", "2008-Q3", -0.57
"Germany", "Real", "Year-on-year changes, in per cent", "2008-Q4", 1.33
"Germany", "Real", "Year-on-year changes, in per cent", "2009-Q1", -0.16
"Germany", "Real", "Year-on-year changes, in per cent", "2009-Q2", -1.38
"Germany", "Real", "Year-on-year changes, in per cent", "2009-Q3", -0.33
"Germany", "Real", "Year-on-year changes, in per cent", "2009-Q4", -1.14
"Germany", "Real", "Year-on-year changes, in per cent", "2010-Q1", -2.28
"Germany", "Real", "Year-on-year changes, in per cent", "2010-Q2", -0.45
"Germany", "Real", "Year-on-year changes, in per cent", "2010-Q3", 0.29
"Germany", "Real", "Year-on-year changes, in per cent", "2010-Q4", 0.11
"Germany", "Real", "Year-on-year changes, in per cent", "2011-Q1", 1.21
"Germany", "Real", "Year-on-year changes, in per cent", "2011-Q2", 0.32
"Germany", "Real", "Year-on-year changes, in per cent", "2011-Q3", 0.48
"Germany", "Real", "Year-on-year changes, in per cent", "2011-Q4", 0.08
"Germany", "Real", "Year-on-year changes, in per cent", "2012-Q1", 0.32
"Germany", "Real", "Year-on-year changes, in per cent", "2012-Q2", 1.57
"Germany", "Real", "Year-on-year changes, in per cent", "2012-Q3", 0.67
"Germany", "Real", "Year-on-year changes, in per cent", "2012-Q4", 1.38
"Germany", "Real", "Year-on-year changes, in per cent", "2013-Q1", 1.82
"Germany", "Real", "Year-on-year changes, in per cent", "2013-Q2", 1.73
"Germany", "Real", "Year-on-year changes, in per cent", "2013-Q3", 2.11
"Germany", "Real", "Year-on-year changes, in per cent", "2013-Q4", 1.09
"Germany", "Real", "Year-on-year changes, in per cent", "2014-Q1", 1.2
"Germany", "Real", "Year-on-year changes, in per cent", "2014-Q2", 1.38
"Germany", "Real", "Year-on-year changes, in per cent", "2014-Q3", 2.26
"Germany", "Real", "Year-on-year changes, in per cent", "2014-Q4", 3.81
"Germany", "Real", "Year-on-year changes, in per cent", "2015-Q1", 4.94
"Germany", "Real", "Year-on-year changes, in per cent", "2015-Q2", 3.93
"Germany", "Real", "Year-on-year changes, in per cent", "2015-Q3", 4.22
"Germany", "Real", "Year-on-year changes, in per cent", "2015-Q4", 4.07
"Germany", "Real", "Year-on-year changes, in per cent", "2016-Q1", 4.48
"Germany", "Real", "Year-on-year changes, in per cent", "2016-Q2", 6.2
"Germany", "Real", "Year-on-year changes, in per cent", "2016-Q3", 5.87
"Denmark", "Nominal", "Index, 2010 = 100", "2002-Q4", 65.9
"Denmark", "Nominal", "Index, 2010 = 100", "2003-Q1", 66.9
"Denmark", "Nominal", "Index, 2010 = 100", "2003-Q2", 68.4
"Denmark", "Nominal", "Index, 2010 = 100", "2003-Q3", 69.6
"Denmark", "Nominal", "Index, 2010 = 100", "2003-Q4", 69.8
"Denmark", "Nominal", "Index, 2010 = 100", "2004-Q1", 72.1
"Denmark", "Nominal", "Index, 2010 = 100", "2004-Q2", 75.4
"Denmark", "Nominal", "Index, 2010 = 100", "2004-Q3", 77.7
"Denmark", "Nominal", "Index, 2010 = 100", "2004-Q4", 79.7
"Denmark", "Nominal", "Index, 2010 = 100", "2005-Q1", 83.3
"Denmark", "Nominal", "Index, 2010 = 100", "2005-Q2", 87.6
"Denmark", "Nominal", "Index, 2010 = 100", "2005-Q3", 94.4
"Denmark", "Nominal", "Index, 2010 = 100", "2005-Q4", 100.6
"Denmark", "Nominal", "Index, 2010 = 100", "2006-Q1", 107.7
"Denmark", "Nominal", "Index, 2010 = 100", "2006-Q2", 114.3
"Denmark", "Nominal", "Index, 2010 = 100", "2006-Q3", 116.6
"Denmark", "Nominal", "Index, 2010 = 100", "2006-Q4", 115.4
"Denmark", "Nominal", "Index, 2010 = 100", "2007-Q1", 115.8
"Denmark", "Nominal", "Index, 2010 = 100", "2007-Q2", 117.4
"Denmark", "Nominal", "Index, 2010 = 100", "2007-Q3", 117.6
"Denmark", "Nominal", "Index, 2010 = 100", "2007-Q4", 115.4
"Denmark", "Nominal", "Index, 2010 = 100", "2008-Q1", 113.9
"Denmark", "Nominal", "Index, 2010 = 100", "2008-Q2", 114.2
"Denmark", "Nominal", "Index, 2010 = 100", "2008-Q3", 111.3
"Denmark", "Nominal", "Index, 2010 = 100", "2008-Q4", 102.6
"Denmark", "Nominal", "Index, 2010 = 100", "2009-Q1", 96.1
"Denmark", "Nominal", "Index, 2010 = 100", "2009-Q2", 97.3
"Denmark", "Nominal", "Index, 2010 = 100", "2009-Q3", 98.0
"Denmark", "Nominal", "Index, 2010 = 100", "2009-Q4", 97.7
"Denmark", "Nominal", "Index, 2010 = 100", "2010-Q1", 98.3
"Denmark", "Nominal", "Index, 2010 = 100", "2010-Q2", 100.4
"Denmark", "Nominal", "Index, 2010 = 100", "2010-Q3", 101.2
"Denmark", "Nominal", "Index, 2010 = 100", "2010-Q4", 100.1
"Denmark", "Nominal", "Index, 2010 = 100", "2011-Q1", 99.2
"Denmark", "Nominal", "Index, 2010 = 100", "2011-Q2", 101.4
"Denmark", "Nominal", "Index, 2010 = 100", "2011-Q3", 98.1
"Denmark", "Nominal", "Index, 2010 = 100", "2011-Q4", 94.6
"Denmark", "Nominal", "Index, 2010 = 100", "2012-Q1", 94.6
"Denmark", "Nominal", "Index, 2010 = 100", "2012-Q2", 96.0
"Denmark", "Nominal", "Index, 2010 = 100", "2012-Q3", 96.3
"Denmark", "Nominal", "Index, 2010 = 100", "2012-Q4", 95.8
"Denmark", "Nominal", "Index, 2010 = 100", "2013-Q1", 97.1
"Denmark", "Nominal", "Index, 2010 = 100", "2013-Q2", 100.6
"Denmark", "Nominal", "Index, 2010 = 100", "2013-Q3", 100.6
"Denmark", "Nominal", "Index, 2010 = 100", "2013-Q4", 99.2
"Denmark", "Nominal", "Index, 2010 = 100", "2014-Q1", 100.6
"Denmark", "Nominal", "Index, 2010 = 100", "2014-Q2", 104.4
"Denmark", "Nominal", "Index, 2010 = 100", "2014-Q3", 103.9
"Denmark", "Nominal", "Index, 2010 = 100", "2014-Q4", 103.5
"Denmark", "Nominal", "Index, 2010 = 100", "2015-Q1", 107.8
"Denmark", "Nominal", "Index, 2010 = 100", "2015-Q2", 111.4
"Denmark", "Nominal", "Index, 2010 = 100", "2015-Q3", 111.2
"Denmark", "Nominal", "Index, 2010 = 100", "2015-Q4", 110.8
"Denmark", "Nominal", "Index, 2010 = 100", "2016-Q1", 113.5
"Denmark", "Nominal", "Index, 2010 = 100", "2016-Q2", 116.4
"Denmark", "Nominal", "Index, 2010 = 100", "2016-Q3", 117.0
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2003-Q4", 5.92
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2004-Q1", 7.77
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2004-Q2", 10.23
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2004-Q3", 11.64
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2004-Q4", 14.18
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2005-Q1", 15.53
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2005-Q2", 16.18
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2005-Q3", 21.49
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2005-Q4", 26.22
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2006-Q1", 29.29
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2006-Q2", 30.48
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2006-Q3", 23.52
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2006-Q4", 14.71
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2007-Q1", 7.52
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2007-Q2", 2.71
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2007-Q3", 0.86
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2007-Q4", 0.0
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2008-Q1", -1.64
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2008-Q2", -2.73
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2008-Q3", -5.36
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2008-Q4", -11.09
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2009-Q1", -15.63
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2009-Q2", -14.8
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2009-Q3", -11.95
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2009-Q4", -4.78
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2010-Q1", 2.29
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2010-Q2", 3.19
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2010-Q3", 3.27
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2010-Q4", 2.46
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2011-Q1", 0.92
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2011-Q2", 1.0
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2011-Q3", -3.06
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2011-Q4", -5.49
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2012-Q1", -4.64
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2012-Q2", -5.33
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2012-Q3", -1.83
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2012-Q4", 1.27
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2013-Q1", 2.64
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2013-Q2", 4.79
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2013-Q3", 4.47
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2013-Q4", 3.55
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2014-Q1", 3.6
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2014-Q2", 3.78
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2014-Q3", 3.28
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2014-Q4", 4.33
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2015-Q1", 7.16
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2015-Q2", 6.7
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2015-Q3", 7.03
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2015-Q4", 7.05
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2016-Q1", 5.29
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2016-Q2", 4.49
"Denmark", "Nominal", "Year-on-year changes, in per cent", "2016-Q3", 5.22
"Denmark", "Real", "Index, 2010 = 100", "2002-Q4", 76.41
"Denmark", "Real", "Index, 2010 = 100", "2003-Q1", 76.78
"Denmark", "Real", "Index, 2010 = 100", "2003-Q2", 78.02
"Denmark", "Real", "Index, 2010 = 100", "2003-Q3", 79.75
"Denmark", "Real", "Index, 2010 = 100", "2003-Q4", 79.78
"Denmark", "Real", "Index, 2010 = 100", "2004-Q1", 81.97
"Denmark", "Real", "Index, 2010 = 100", "2004-Q2", 85.07
"Denmark", "Real", "Index, 2010 = 100", "2004-Q3", 87.98
"Denmark", "Real", "Index, 2010 = 100", "2004-Q4", 89.85
"Denmark", "Real", "Index, 2010 = 100", "2005-Q1", 93.57
"Denmark", "Real", "Index, 2010 = 100", "2005-Q2", 97.19
"Denmark", "Real", "Index, 2010 = 100", "2005-Q3", 104.52
"Denmark", "Real", "Index, 2010 = 100", "2005-Q4", 111.08
"Denmark", "Real", "Index, 2010 = 100", "2006-Q1", 118.5
"Denmark", "Real", "Index, 2010 = 100", "2006-Q2", 124.3
"Denmark", "Real", "Index, 2010 = 100", "2006-Q3", 126.7
"Denmark", "Real", "Index, 2010 = 100", "2006-Q4", 125.3
"Denmark", "Real", "Index, 2010 = 100", "2007-Q1", 125.06
"Denmark", "Real", "Index, 2010 = 100", "2007-Q2", 125.67
"Denmark", "Real", "Index, 2010 = 100", "2007-Q3", 126.37
"Denmark", "Real", "Index, 2010 = 100", "2007-Q4", 122.64
"Denmark", "Real", "Index, 2010 = 100", "2008-Q1", 119.37
"Denmark", "Real", "Index, 2010 = 100", "2008-Q2", 118.09
"Denmark", "Real", "Index, 2010 = 100", "2008-Q3", 114.79
"Denmark", "Real", "Index, 2010 = 100", "2008-Q4", 105.94
"Denmark", "Real", "Index, 2010 = 100", "2009-Q1", 98.97
"Denmark", "Real", "Index, 2010 = 100", "2009-Q2", 99.4
"Denmark", "Real", "Index, 2010 = 100", "2009-Q3", 100.08
"Denmark", "Real", "Index, 2010 = 100", "2009-Q4", 99.63
"Denmark", "Real", "Index, 2010 = 100", "2010-Q1", 99.16
"Denmark", "Real", "Index, 2010 = 100", "2010-Q2", 100.37
"Denmark", "Real", "Index, 2010 = 100", "2010-Q3", 100.96
"Denmark", "Real", "Index, 2010 = 100", "2010-Q4", 99.5
"Denmark", "Real", "Index, 2010 = 100", "2011-Q1", 97.43
"Denmark", "Real", "Index, 2010 = 100", "2011-Q2", 98.39
